Depmap ID,Expression Public 23Q4,Cell Line Name,Primary Disease,Lineage,Lineage Subtype
ACH-001034,6.578334948681608,CHLA9,Ewing Sarcoma,Bone,Ewing Sarcoma
ACH-001035,5.656782364218995,CHLA99,Ewing Sarcoma,Bone,Ewing Sarcoma
ACH-001036,4.893362210763872,CMK115,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia
ACH-001038,6.188638294561388,COGE352,Ewing Sarcoma,Bone,Ewing Sarcoma
ACH-001041,4.650764559116903,CHL1DM,Melanoma,Skin,Melanoma
ACH-001048,3.543495883425772,COV504,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-001050,5.853746197008764,CW9019,Rhabdomyosarcoma,Soft Tissue,Rhabdomyosarcoma
ACH-001053,3.886550147324343,D425,Embryonal Tumor,CNS/Brain,Embryonal Tumor
ACH-001054,4.215678596607928,D458,Embryonal Tumor,CNS/Brain,Embryonal Tumor
ACH-001057,6.642990312961163,DERL2,Mature T and NK Neoplasms,Lymphoid,Mature T and NK Neoplasms
ACH-001059,6.17192735435346,DL,Embryonal Tumor,CNS/Brain,Embryonal Tumor
ACH-001060,6.205548911173033,DL40,Mature T and NK Neoplasms,Lymphoid,Mature T and NK Neoplasms
ACH-001061,5.234194722953812,DLD1,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-001064,6.735522177296538,EB2,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms
ACH-001067,6.017031080527841,F5,Meningothelial Tumor,CNS/Brain,Meningothelial Tumor
ACH-001068,5.724923070266613,FEPD,Mature T and NK Neoplasms,Lymphoid,Mature T and NK Neoplasms
ACH-001075,5.297558281168186,NCIH292,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-001086,5.635464198167884,HELA,Cervical Adenocarcinoma,Cervix,Cervical Adenocarcinoma
ACH-001096,5.558879853475442,JR,Rhabdomyosarcoma,Soft Tissue,Rhabdomyosarcoma
ACH-001097,5.047014819517589,KARPAS384,Mature T and NK Neoplasms,Lymphoid,Mature T and NK Neoplasms
ACH-001098,3.07210580048042,KCIMOH1,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma
ACH-001099,5.881664619320345,KD,Rhabdoid Cancer,Kidney,Rhabdoid Cancer
ACH-001100,4.938285791884053,KHYG1,T-Lymphoblastic Leukemia/Lymphoma,Lymphoid,T-Lymphoblastic Leukemia/Lymphoma
ACH-001106,7.5023146876783535,KOPN8,B-Lymphoblastic Leukemia/Lymphoma,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma
ACH-001109,6.227278994468321,KPMRTRY,Rhabdoid Cancer,Kidney,Rhabdoid Cancer
ACH-001111,3.738767836800192,L82,Mature T and NK Neoplasms,Lymphoid,Mature T and NK Neoplasms
ACH-001113,4.834913429701039,LC1SQSF,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-001119,4.904484097901423,MAC2A,Mature T and NK Neoplasms,Lymphoid,Mature T and NK Neoplasms
ACH-001128,5.960465374102548,MON,Rhabdoid Cancer,Kidney,Rhabdoid Cancer
ACH-001129,5.24031432933371,MONOMAC1,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia
ACH-001132,4.782932704820837,MTA,T-Lymphoblastic Leukemia/Lymphoma,Lymphoid,T-Lymphoblastic Leukemia/Lymphoma
ACH-001134,6.120393415592435,MYLA,T-Lymphoblastic Leukemia/Lymphoma,Lymphoid,T-Lymphoblastic Leukemia/Lymphoma
ACH-001142,5.72328550477764,NHAHTDD,Non-Cancerous,CNS/Brain,Non-Cancerous
ACH-001145,5.798050514767515,OC316,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-001147,4.525442506018121,OCILY12,Mature T and NK Neoplasms,Lymphoid,Mature T and NK Neoplasms
ACH-001148,2.75702324650746,OCILY132,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms
ACH-001151,2.568032104771279,OVCAR5,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-001163,6.195741293246449,CCLFPEDS0001T,Renal Cell Carcinoma,Kidney,Renal Cell Carcinoma
ACH-001164,5.874305165982231,CCLFPEDS0003T,Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma,Soft Tissue,Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma
ACH-001172,6.571373435973201,U251MGDM,Diffuse Glioma,CNS/Brain,Diffuse Glioma
ACH-001183,5.407012773516011,RT11284,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma
ACH-001184,5.606442228131607,SCMCRM2,Rhabdomyosarcoma,Soft Tissue,Rhabdomyosarcoma
ACH-001188,5.134220939760634,SHSY5Y,Neuroblastoma,Peripheral Nervous System,Neuroblastoma
ACH-001190,4.207111961207714,SKMEL2,Melanoma,Skin,Melanoma
ACH-001192,6.919578445935473,SKNEP1,Ewing Sarcoma,Bone,Ewing Sarcoma
ACH-001193,5.946964741155799,SKPNDW,Ewing Sarcoma,Bone,Ewing Sarcoma
ACH-001194,4.106850796450224,SKRC31,Renal Cell Carcinoma,Kidney,Renal Cell Carcinoma
ACH-001196,2.090853430451113,SMSCTR,Rhabdomyosarcoma,Soft Tissue,Rhabdomyosarcoma
ACH-001197,6.080444483434842,SMZ1,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma
ACH-001200,5.414473836430928,STM9101,Rhabdoid Cancer,Kidney,Rhabdoid Cancer
ACH-001201,4.22650852980868,SUMB002,Embryonal Tumor,CNS/Brain,Embryonal Tumor
ACH-001207,5.3746917520969255,TIG3TD,Non-Cancerous,Fibroblast,Non-Cancerous
ACH-001210,6.333781500631152,TTC1240,Rhabdoid Cancer,Kidney,Rhabdoid Cancer
ACH-001211,5.189033824390017,TTC549,Rhabdoid Cancer,Kidney,Rhabdoid Cancer
ACH-001228,6.189626915884861,UPCISCC152,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-001229,5.535741941075111,UPCISCC154,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-001232,6.097821455171133,UW228,Embryonal Tumor,CNS/Brain,Embryonal Tumor
ACH-001239,4.977279923499917,WM2664,Melanoma,Skin,Melanoma
ACH-001270,6.016362598760893,127399,Synovial Sarcoma,Soft Tissue,Synovial Sarcoma
ACH-001274,6.005624549193878,SW982,Synovial Sarcoma,Soft Tissue,Synovial Sarcoma
ACH-001275,5.602587527342561,SYO1,Synovial Sarcoma,Soft Tissue,Synovial Sarcoma
ACH-001277,6.148730779173189,YAMATO,Synovial Sarcoma,Soft Tissue,Synovial Sarcoma
ACH-001278,4.989139007368233,BIN67,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-001279,6.362294538395585,SCCOHT1,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-001280,5.640967910449898,SCS214,Synovial Sarcoma,Soft Tissue,Synovial Sarcoma
ACH-001283,2.587364990936461,TC106,Ewing Sarcoma,Bone,Ewing Sarcoma
ACH-001289,5.041330606820623,COGAR359,Embryonal Tumor,CNS/Brain,Embryonal Tumor
ACH-001295,5.9354597478052895,Y79,Retinoblastoma,Eye,Retinoblastoma
ACH-001300,5.762348815644129,CHLA15,Neuroblastoma,Peripheral Nervous System,Neuroblastoma
ACH-001301,5.824767853143294,COGN278,Neuroblastoma,Peripheral Nervous System,Neuroblastoma
ACH-001302,4.23035674505615,COGN305,Neuroblastoma,Peripheral Nervous System,Neuroblastoma
ACH-001303,5.340206179911712,NB1643,Neuroblastoma,Peripheral Nervous System,Neuroblastoma
ACH-001306,6.0386995513055854,8305C,Anaplastic Thyroid Cancer,Thyroid,Anaplastic Thyroid Cancer
ACH-001307,6.122879749755239,8505C,Anaplastic Thyroid Cancer,Thyroid,Anaplastic Thyroid Cancer
ACH-001310,6.962086249850644,HA1E,Non-Cancerous,Kidney,Non-Cancerous
ACH-001318,4.172327491657617,PLCPRF5,Hepatocellular Carcinoma,Liver,Hepatocellular Carcinoma
ACH-001321,4.305240965954483,TT,Medullary Thyroid Cancer,Thyroid,Medullary Thyroid Cancer
ACH-001322,5.83035674741922,CME1,Synovial Sarcoma,Soft Tissue,Synovial Sarcoma
ACH-001328,4.174725987706133,A431,Cutaneous Squamous Cell Carcinoma,Skin,Cutaneous Squamous Cell Carcinoma
ACH-001329,5.070818637533277,ANGMCSS,Diffuse Glioma,CNS/Brain,Diffuse Glioma
ACH-001332,4.80683958179819,BICR78,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-001333,5.617357261591324,C33A,Cervical Squamous Cell Carcinoma,Cervix,Cervical Squamous Cell Carcinoma
ACH-001334,3.736604875314249,C4I,Cervical Squamous Cell Carcinoma,Cervix,Cervical Squamous Cell Carcinoma
ACH-001335,4.612352498752662,C4II,Cervical Squamous Cell Carcinoma,Cervix,Cervical Squamous Cell Carcinoma
ACH-001336,4.715893370547605,CASKI,Cervical Squamous Cell Carcinoma,Cervix,Cervical Squamous Cell Carcinoma
ACH-001338,6.294436954376965,CHP134,Neuroblastoma,Peripheral Nervous System,Neuroblastoma
ACH-001339,5.866413481123453,COLO794,Melanoma,Skin,Melanoma
ACH-001340,2.84197311892718,COV413A,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-001341,5.082361969557474,DOTC24510,Mixed Cervical Carcinoma,Cervix,Mixed Cervical Carcinoma
ACH-001344,5.768978250344548,GIMEN,Neuroblastoma,Peripheral Nervous System,Neuroblastoma
ACH-001345,5.649615459063409,GP5D,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-001346,5.781097381486317,H103,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-001347,3.729008870337863,H157,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-001350,3.049630767724601,HTCC3,Anaplastic Thyroid Cancer,Thyroid,Anaplastic Thyroid Cancer
ACH-001353,2.9726926540042644,JOPACA1,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma
ACH-001354,5.903520373723376,LAN2,Neuroblastoma,Peripheral Nervous System,Neuroblastoma
ACH-001356,2.1731274334806563,MB1,Anaplastic Thyroid Cancer,Thyroid,Anaplastic Thyroid Cancer
ACH-001360,4.778734244117836,MS751,Cervical Squamous Cell Carcinoma,Cervix,Cervical Squamous Cell Carcinoma
ACH-001366,5.167117030227439,NGP,Neuroblastoma,Peripheral Nervous System,Neuroblastoma
ACH-001367,4.823749360308272,NMB,Neuroblastoma,Peripheral Nervous System,Neuroblastoma
ACH-001368,5.051372101721025,OACM51,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma
ACH-001369,4.375734538583156,OCIC5X,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-001370,5.10936055940423,OCIP5X,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-001373,4.951401291674311,OV17R,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-001374,5.820689560559215,PA1,Ovarian Germ Cell Tumor,Ovary/Fallopian Tube,Ovarian Germ Cell Tumor
ACH-001375,5.581953750848818,PACADD119,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma
ACH-001376,2.2898344651775093,PACADD135,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma
ACH-001377,6.015693807105145,PACADD137,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma
ACH-001378,5.249824548616183,PACADD159,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma
ACH-001379,1.956056652412403,PACADD161,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma
ACH-001380,5.778208576398088,PACADD165,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma
ACH-001382,2.353323291162897,PACADD188,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma
ACH-001384,4.820689560559215,RO82W1,Well-Differentiated Thyroid Cancer,Thyroid,Well-Differentiated Thyroid Cancer
ACH-001385,5.143230134776893,RPMI2650,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-001386,4.332707933640605,SCLC22H,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor
ACH-001388,1.5753123306874368,SUM102PT,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-001389,5.893362210763872,SUM1315MO2,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-001390,5.559185865787734,SUM149PT,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-001391,4.964860664245848,SUM159PT,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-001392,1.8196681834964556,SUM185PE,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-001393,1.7484612330040354,SUM190PT,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-001394,5.195347598322219,SUM229PE,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-001395,2.2387868595871168,SUM44PE,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-001396,2.859969548221026,SUM52PE,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-001398,4.522306892871389,SW156,Renal Cell Carcinoma,Kidney,Renal Cell Carcinoma
ACH-001399,6.363346320975018,SW626,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-001400,3.289834465177509,SW954,Squamous Cell Carcinoma of the Vulva/Vagina,Vulva/Vagina,Squamous Cell Carcinoma of the Vulva/Vagina
ACH-001401,5.064365540263628,SW13,Adrenocortical Carcinoma,Adrenal Gland,Adrenocortical Carcinoma
ACH-001402,4.853496703702325,SW756,Cervical Squamous Cell Carcinoma,Cervix,Cervical Squamous Cell Carcinoma
ACH-001403,5.980253845988264,TO14,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-001407,5.253611151947168,UMUC13,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma
ACH-001408,5.4564776293518165,UMUC14,Urethral Cancer,Bladder/Urinary Tract,Urethral Cancer
ACH-001409,1.8991756304805127,UMUC16,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma
ACH-001410,4.925999418556224,UMUC4,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma
ACH-001411,3.1160319934471103,UMUC5,Bladder Squamous Cell Carcinoma,Bladder/Urinary Tract,Bladder Squamous Cell Carcinoma
ACH-001412,6.5654448562594165,UMUC10,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma
ACH-001413,4.598126959919604,UMUC11,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma
ACH-001414,3.2809563138310565,UMUC6,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma
ACH-001415,3.346247774082776,UMUC7,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma
ACH-001416,5.597233189086131,UMUC9,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma
ACH-001418,3.305970520984386,UWB1289,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-001419,5.872089989334793,VP229,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-001421,5.765269520690589,WERIRB1,Retinoblastoma,Eye,Retinoblastoma
ACH-001422,5.482202926295956,WPE1NA22,Prostate Adenocarcinoma,Prostate,Prostate Adenocarcinoma
ACH-001430,6.718361626138354,TC138,Ewing Sarcoma,Bone,Ewing Sarcoma
ACH-001431,5.942279901705763,TC205,Ewing Sarcoma,Bone,Ewing Sarcoma
ACH-001437,4.979110755015785,1618K,Non-Seminomatous Germ Cell Tumor,Testis,Non-Seminomatous Germ Cell Tumor
ACH-001438,5.719731056749852,1777NRPMET,Non-Seminomatous Germ Cell Tumor,Testis,Non-Seminomatous Germ Cell Tumor
ACH-001441,4.552745936748446,921,Ocular Melanoma,Eye,Ocular Melanoma
ACH-001442,4.214124805352848,A388,Cutaneous Squamous Cell Carcinoma,Skin,Cutaneous Squamous Cell Carcinoma
ACH-001443,6.058099988493412,ASH3,Anaplastic Thyroid Cancer,Thyroid,Anaplastic Thyroid Cancer
ACH-001450,6.238022517825721,BLUE1,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms
ACH-001451,6.077456652400588,BOKU,Cervical Squamous Cell Carcinoma,Cervix,Cervical Squamous Cell Carcinoma
ACH-001453,6.0759604132434015,BPH1,Non-Cancerous,Prostate,Non-Cancerous
ACH-001454,4.907852071845964,C10,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-001456,5.130930869826448,C125PM,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-001458,5.455820365084918,C75,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-001459,2.3305584000308026,C80,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-001460,2.37851162325373,C84,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-001461,3.893362210763872,C99,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-001481,5.341274183692175,CHLA90,Neuroblastoma,Peripheral Nervous System,Neuroblastoma
ACH-001484,5.7805725742630365,CI,B-Lymphoblastic Leukemia/Lymphoma,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma
ACH-001485,5.229203357886745,CII,B-Lymphoblastic Leukemia/Lymphoma,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma
ACH-001494,5.006298023900369,EGI1,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001495,4.882643049361842,EMTOKA,Endometrial Carcinoma,Uterus,Endometrial Carcinoma
ACH-001496,5.776893568522074,ESO26,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma
ACH-001497,4.767654798237347,ESO51,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma
ACH-001498,6.257953494548904,FARAGE,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms
ACH-001500,6.63023071585969,FLO1,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma
ACH-001508,5.637494325206311,H314,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-001509,4.514122260170708,H357,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-001510,2.1009776477248208,H376,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-001511,3.1160319934471103,H413,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-001513,5.692092375427572,HCA1,Cervical Adenocarcinoma,Cervix,Cervical Adenocarcinoma
ACH-001515,5.604664415163704,HCS2,Cervical Squamous Cell Carcinoma,Cervix,Cervical Squamous Cell Carcinoma
ACH-001516,4.582556003014061,HCSC1,Cervical Adenocarcinoma,Cervix,Cervical Adenocarcinoma
ACH-001517,6.104336659814735,HEC1,Endometrial Carcinoma,Uterus,Endometrial Carcinoma
ACH-001518,5.555202633878297,HEC116,Endometrial Carcinoma,Uterus,Endometrial Carcinoma
ACH-001519,6.318497618860549,HEMCSS,Chondrosarcoma,Bone,Chondrosarcoma
ACH-001520,5.860217924745852,HG3,B-Lymphoblastic Leukemia/Lymphoma,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma
ACH-001521,2.673556423990145,HKA1,Cutaneous Squamous Cell Carcinoma,Skin,Cutaneous Squamous Cell Carcinoma
ACH-001522,4.634593268445757,HMY1,Melanoma,Skin,Melanoma
ACH-001523,6.109987318536913,HSC1,Cutaneous Squamous Cell Carcinoma,Skin,Cutaneous Squamous Cell Carcinoma
ACH-001524,5.48058827023386,HSC5,Cutaneous Squamous Cell Carcinoma,Skin,Cutaneous Squamous Cell Carcinoma
ACH-001525,4.181102550753798,HT3,Cervical Adenocarcinoma,Cervix,Cervical Adenocarcinoma
ACH-001526,4.234194722953812,HUO9,Osteosarcoma,Bone,Osteosarcoma
ACH-001528,5.805034439854537,IHH4,Well-Differentiated Thyroid Cancer,Thyroid,Well-Differentiated Thyroid Cancer
ACH-001529,5.391973883060293,JAR,Gestational Trophoblastic Disease,Uterus,Gestational Trophoblastic Disease
ACH-001530,5.373300196608389,JEG3,Gestational Trophoblastic Disease,Uterus,Gestational Trophoblastic Disease
ACH-001532,6.732404886784963,JMURTK2,Rhabdoid Cancer,Kidney,Rhabdoid Cancer
ACH-001533,5.22573765346606,KARPAS1718,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms
ACH-001536,3.995484518877507,KKU100,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001537,0.2387868595871164,KKU055,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001538,5.642990312961163,KKU213,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001539,4.115199749385445,KML1,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms
ACH-001540,4.248686626873828,KMLS1,Liposarcoma,Soft Tissue,Liposarcoma
ACH-001541,5.547511523644216,KMS28PE,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms
ACH-001542,5.429281193335658,KON,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-001543,4.252476214135217,KOSC2,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-001547,6.228241497033135,LO68,Pleural Mesothelioma,Pleura,Pleural Mesothelioma
ACH-001548,6.299391206126829,LS,Neuroblastoma,Peripheral Nervous System,Neuroblastoma
ACH-001549,6.0798047546352585,LU135,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor
ACH-001550,6.150356580208341,MCC13,Merkel Cell Carcinoma,Skin,Merkel Cell Carcinoma
ACH-001551,6.7348450781894975,MCC142,Merkel Cell Carcinoma,Skin,Merkel Cell Carcinoma
ACH-001552,3.908812907739547,MCC26,Merkel Cell Carcinoma,Skin,Merkel Cell Carcinoma
ACH-001554,4.8894735425311096,MEL202,Ocular Melanoma,Eye,Ocular Melanoma
ACH-001555,6.519164449806069,MERO14,Pleural Mesothelioma,Pleura,Pleural Mesothelioma
ACH-001556,3.454175893185802,MERO25,Pleural Mesothelioma,Pleura,Pleural Mesothelioma
ACH-001557,5.212958362728285,MERO41,Pleural Mesothelioma,Pleura,Pleural Mesothelioma
ACH-001558,6.0557162635125446,MERO48A,Pleural Mesothelioma,Pleura,Pleural Mesothelioma
ACH-001559,5.922673592849446,MERO82,Pleural Mesothelioma,Pleura,Pleural Mesothelioma
ACH-001560,6.315783574589461,MERO83,Pleural Mesothelioma,Pleura,Pleural Mesothelioma
ACH-001561,6.481395824154128,MERO84,Pleural Mesothelioma,Pleura,Pleural Mesothelioma
ACH-001562,6.8778669228831255,MERO95,Pleural Mesothelioma,Pleura,Pleural Mesothelioma
ACH-001563,4.975446765640962,MM127,Melanoma,Skin,Melanoma
ACH-001566,3.405992359675837,MM370,Melanoma,Skin,Melanoma
ACH-001567,5.47800105583793,MM383,Melanoma,Skin,Melanoma
ACH-001568,0.1243281350022017,MM386,Melanoma,Skin,Melanoma
ACH-001569,3.563158130402808,MM415,Melanoma,Skin,Melanoma
ACH-001570,3.316145742293356,MM426,Melanoma,Skin,Melanoma
ACH-001573,2.942983598187102,MOLM1,Myeloproliferative Neoplasms,Myeloid,Myeloproliferative Neoplasms
ACH-001574,5.392660880711793,MOLM14,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia
ACH-001577,2.596935142387232,MUTZ8,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia
ACH-001578,3.212569338850806,NCCIT,Non-Seminomatous Germ Cell Tumor,Testis,Non-Seminomatous Germ Cell Tumor
ACH-001603,4.969472864596329,NH12,Neuroblastoma,Peripheral Nervous System,Neuroblastoma
ACH-001605,5.203984165855989,NO10,Diffuse Glioma,CNS/Brain,Diffuse Glioma
ACH-001607,2.942983598187102,NOZ,Intracholecystic Papillary Neoplasm,Biliary Tract,Intracholecystic Papillary Neoplasm
ACH-001608,4.7349805234358895,NP2,Diffuse Glioma,CNS/Brain,Diffuse Glioma
ACH-001609,2.4276061727818994,NP3,Diffuse Glioma,CNS/Brain,Diffuse Glioma
ACH-001610,6.96682265132437,NP5,Diffuse Glioma,CNS/Brain,Diffuse Glioma
ACH-001611,0.01435529297707,NP8,Diffuse Glioma,CNS/Brain,Diffuse Glioma
ACH-001613,5.7753139752538125,OCIAML4,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia
ACH-001616,5.450551443306483,OCILY18,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms
ACH-001617,6.943804143834752,OCILY7,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms
ACH-001618,5.243745234733984,OCIM2,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia
ACH-001619,5.409051438538562,OCUG1,Intracholecystic Papillary Neoplasm,Biliary Tract,Intracholecystic Papillary Neoplasm
ACH-001622,4.642123916153487,ONDA7,Diffuse Glioma,CNS/Brain,Diffuse Glioma
ACH-001623,7.041221075253104,ONDA8,Diffuse Glioma,CNS/Brain,Diffuse Glioma
ACH-001624,5.317593504623472,ONDA9,Diffuse Glioma,CNS/Brain,Diffuse Glioma
ACH-001625,2.673556423990145,OSC19,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-001626,5.318316841334983,OSC20,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-001627,4.898208352508718,P4E6,Prostate Adenocarcinoma,Prostate,Prostate Adenocarcinoma
ACH-001628,2.3701642805402097,PEA1,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-001630,4.529196267999391,PEO1,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-001632,5.023698917266407,PEO4,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-001634,5.038260575175349,PGA1,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms
ACH-001636,4.524815928357506,RAMOS,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms
ACH-001638,6.198101209324823,RCK8,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms
